catologNumber;country;locationID;decimalLatitude;decimalLongitude;eventDate;depth;samplingProtocol;samplingEffort;sampleSizeValue;sampleSizeUnit;taxonID;scientificName;acceptedNameUsage;acceptedNameUsageID;individualCount;density;biomass;biomassPerUnitArea
409;Italy;43;45.383075;12.390575;2014-11-25;20.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_412;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;4;109.39;0;0.1
410;Italy;44;45.46683334;12.70955;2014-11-25;28.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_413;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
411;Italy;46;44.91301667;12.62984168;2014-11-24;28.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_414;30 min haul duration;0.035957441;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
412;Italy;47;44.59724998;12.54530001;2014-11-27;28.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_415;16 min haul duration;0.01950088;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
413.00;Italy;48;44.080525;12.60254167;2014-11-23;13.50;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_416;26 min haul duration;0.031118119;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;5010;160999.45;37.41;1202.13
414;Italy;50;43.05589167;14.0241;2014-11-13;28.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_417;27 min haul duration;0.032913119;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
415;Italy;55;45.38874167;12.47438332;2014-11-25;28.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_418;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
416;NA;56;45.32899167;12.9043417;2014-11-19;28.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_419;30 min haul duration;0.037896041;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
417;Italy;57;45.07343333;12.73245834;2014-11-24;28.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_420;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
418.00;Italy;63;44.21795834;12.58795834;2014-11-23;10.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_421;32 min haul duration;0.039008938;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;155768;3993136.25;672.75;17246.05
419.00;Italy;64;44.13996667;12.52869166;2014-11-23;14.35;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_422;28 min haul duration;0.035347138;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;1220;34514.82;5.84;165.22
420.00;Italy;65;44.09199167;12.75847502;2014-11-23;10.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_423;20 min haul duration;0.023938119;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;121845;5089999;567.6;23711.13
421;Italy;66;43.592425;13.68084167;2014-11-10;28.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_424;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
422;Italy;68;42.91183332;13.978475;2014-11-13;20.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_425;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;5;136.73;0;0.06
423;Italy;70;42.59184167;14.23088334;2014-11-13;28.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_426;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
424;Italy;71;42.2657;14.57095;2014-11-14;28.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_427;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
425;Italy;73;42.09075;14.88698333;2014-11-14;28.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_428;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
426;Italy;74;41.98154167;15.08398333;2014-11-14;28.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_429;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
427;Italy;76;41.99339167;15.680325;2014-11-14;28.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_430;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
428;NA;9;45.01925835;12.92956667;2014-11-24;28.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_431;31 min haul duration;0.037788339;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
429;NA;10;45.09823333;13.24466666;2014-11-19;28.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_432;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
430;NA;13;44.6132;12.74437501;2014-11-27;28.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_433;30 min haul duration;0.03723548;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
431;NA;14;44.72698332;13.08820833;2014-11-27;28.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_434;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
432;NA;18;44.39051668;12.84810836;2014-11-27;28.30;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_435;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
433;NA;19;44.45665835;13.159175;2014-11-28;28.30;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_436;15 min haul duration;0.020111179;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
434;Italy;29;43.74034999;13.61027498;2014-11-15;28.35;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_437;25 min haul duration;0.030471919;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
435;Italy;49;43.58620831;13.73615001;2014-11-10;20.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_438;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;1;27.35;0;0.05
436;NA;51;45.33615832;13.08153333;2014-11-19;28.35;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_439;30 min haul duration;0.0359;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
437;NA;53;44.56875;13.54898335;2014-11-20;28.40;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_440;13 min haul duration;0.015271859;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
438;NA;54;44.240625;12.97665002;2014-11-28;28.40;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_441;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
439;NA;58;45.01803334;13.242425;2014-11-19;28.60;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_442;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
440;NA;59;44.70332502;12.76512499;2014-11-27;28.60;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_443;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
441;NA;60;44.67343334;13.48961666;2014-11-20;28.60;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_444;15 min haul duration;0.018280279;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
442;NA;61;44.46951667;12.65555;2014-11-27;28.60;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_445;30 min haul duration;0.0359;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
443;NA;62;44.45360834;12.72476667;2014-11-27;28.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_446;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
444;Italy;67;43.36550833;13.99185833;2014-11-10;28.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_447;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
445;NA;22;44.41003334;13.65525834;2014-11-20;28.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_448;17 min haul duration;0.02072148;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
446;NA;23;44.33762499;14.028225;2014-11-20;28.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_449;10 min haul duration;0.012191639;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
447;NA;26;44.05086667;13.32769167;2014-11-17;28.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_450;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
448;NA;30;43.97386665;13.99174167;2014-11-22;28.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_451;30 min haul duration;0.0359;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
449;Italy;32;44.03208333;14.49341666;2014-11-21;28.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_452;30 min haul duration;0.0359;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
450;NA;35;43.44875;14.20755;2014-11-15;28.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_453;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
451;Italy;36;43.69077498;14.823325;2014-11-21;28.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_454;30 min haul duration;0.0359;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
452;NA;38;43.38244168;14.17046667;2014-11-15;28.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_455;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
453;Italy;69;42.67622499;14.24784167;2014-11-13;29.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_456;25 min haul duration;0.030471919;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
454;Italy;72;42.26245834;14.98794168;2014-11-14;29.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_457;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
455;Italy;75;42.03599167;15.48029167;2014-11-14;29.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_458;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
456;Italy;1;45.42141666;12.55077502;2015-11-28;29.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_459;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
457;Italy;2;45.61693331;13.13234166;2015-11-28;29.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_460;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
458;Italy;3;45.64303331;13.49619168;2015-11-28;29.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_461;10 min haul duration;0.012191639;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
459;Italy;4;45.11741667;12.36832501;2015-11-25;29.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_462;16 min haul duration;0.01950088;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
